College,Department,Prefix,Number,Title,Credits,Attributes
Judy Genshaft Honors College,Department of Honors College,IDH,3100,Honors Arts/Humanities,1-3," 6AC, TGEC"
Judy Genshaft Honors College,Department of Honors College,IDH,3350,Honors Natural Sciences,3," 6AC, TGEC"
Judy Genshaft Honors College,Department of Honors College,IDH,3400,Honors Social and Behavioral Sciences,3," CLB, TGEE"
Judy Genshaft Honors College,Department of Honors College,IDH,3600,Honors Seminar in Ethics,3," 6AC, CLB, TGEE"
Judy Genshaft Honors College,Department of Honors College,IDH,4000,Honors Major Works/Majors Issues,3,
Judy Genshaft Honors College,Department of Honors College,IDH,4200,Honors Geographical Perspectives,3," 6AC, TGED"
Judy Genshaft Honors College,Department of Honors College,IDH,4910,Honors Undergraduate Research,0-3,
Judy Genshaft Honors College,Department of Honors College,IDH,4930,Honors Selected Topics,1-3,
Judy Genshaft Honors College,Department of Honors College,IDH,4950,Honors Capstone,3," CST, TGEH"
Judy Genshaft Honors College,Department of Honors College,IDH,4970,Honors Thesis,3," 6AC, TGEH, UGR"
College of Behavioral and Community Sciences,Department of Mental Health Law and Policy,IDS,1505,Introduction to Research in Behavioral and Community Sciences,2," SD03, SD10, UGR"
College of Arts and Sciences,Department of History,IDS,2192,Global History and Politics Since 1945,3," 6AC, TGED"
Patel College of Global Sustainability,,IDS,2231,Introduction to Global Sustainability,3," 6AC, GCPC, TGED"
Undergraduate Studies,Department of Undergraduate Studies,IDS,2378,Critical Thinking: Foundations of Interdisciplinary Knowledge and Inquiry,3," 6AC, TGEC"
College of Behavioral and Community Sciences,Department of Mental Health Law and Policy,IDS,2600,Applications of Research in Community Settings,1,
"College of Design, Art, and Performance",School of Music,IDS,2640,Creativity in the Arts,2,
Undergraduate Studies,Department of Undergraduate Studies,IDS,2912,Undergraduate Research Experience,0-4,
Undergraduate Studies,Department of Undergraduate Studies,IDS,2932,Selected Topics in Undergraduate Studies,1-3,
Undergraduate Studies,Department of Undergraduate Studies,IDS,3315,"Global Issues, Challenges, and Perspectives",3," CEL, EDR, GCPC, SD01, SD02, SD03, SD04, SD05, SD06, SD07, SD08, SD09, SD10, SD11, SD12, SD13, SD14, SD15, SD16, SD17, TGEH"
Undergraduate Studies,Department of Undergraduate Studies,IDS,3947,Cooperative Internship,0-6,
Undergraduate Studies,Department of Undergraduate Studies,IDS,3949,"Cooperative Education, Parallel",0-2,
College of Education,Department of Teaching and Learning,IDS,4171,"Playing With Words, Images, and Sounds: Multimodal Composing as Creative Thinking",3," 6AC, TGEC"
"College of Design, Art, and Performance",School of Theatre and Dance,IDS,4377,Community-Based Arts Practice,3," CEL, GCPC, SD03, SD04, SD05, SD08, SD10, SD11, SD12, SD13, SD16, SD17, TGEE"
College of Arts and Sciences,College of Arts and Sciences Undergraduate Dean's Office,IDS,4910,Community Research,1-4,
Undergraduate Studies,Department of Undergraduate Studies,IDS,4914,Advanced Undergraduate Research Experience,0-4, UGR
College of Arts and Sciences,College of Arts and Sciences Undergraduate Dean's Office,IDS,4930,Selected Topics,1-3,
Undergraduate Studies,Department of Undergraduate Studies,IDS,4934,Senior Capstone for BSAS/BGS,3," CST, GCPC, SD16, TGEH"
College of Arts and Sciences,College of Arts and Sciences Undergraduate Dean's Office,IDS,4942,Community Internship,1-4,
Undergraduate Studies,Department of Undergraduate Studies,IDS,4949,"Cooperative Education, Alternating",0-3,
Undergraduate Studies,Department of Undergraduate Studies,IDS,4957,Interdisciplinary Study Abroad,0," EDR, TGEH"
College of Graduate Studies,Dean's Office (GS),IDS,5921,Teaching Assistant Training,0,
College of Graduate Studies,Dean's Office (GS),IDS,5922,Preparing for College Teaching,0,
Patel College of Global Sustainability,Dean's Office (CS),IDS,6163,"Environment, Social and Governance for Business Sustainability",3,
Patel College of Global Sustainability,Dean's Office (CS),IDS,6206,"Energy and Resources: Policy, Society and Innovation",3,
Patel College of Global Sustainability,Dean's Office (CS),IDS,6207,Renewable Transportation Fuels,3,
Patel College of Global Sustainability,Dean's Office (CS),IDS,6208,Renewable Power Portfolio,3,
Patel College of Global Sustainability,Dean's Office (CS),IDS,6210,Bioresources for a Sustainable Future,3,
Patel College of Global Sustainability,Dean's Office (CS),IDS,6216,Implementing the United Nations Sustainable Development Goals,3,
Patel College of Global Sustainability,Dean's Office (CS),IDS,6233,Concepts and Principles of Sustainability,3,
Patel College of Global Sustainability,Dean's Office (CS),IDS,6234,Systems Thinking: The Key to Sustainability,3,
Patel College of Global Sustainability,Dean's Office (CS),IDS,6235,Economics and Finance for Sustainability,3,
Patel College of Global Sustainability,Dean's Office (CS),IDS,6236,Sustainable Tourism Development: Principles & Practices,3,
Patel College of Global Sustainability,Dean's Office (CS),IDS,6237,Ecotourism and Sustainable Tourism Management for Coastal Habitat and Marine Protection,3,
Patel College of Global Sustainability,Dean's Office (CS),IDS,6239,Principles of Six Sigma for Sustainability,3,
Patel College of Global Sustainability,Dean's Office (CS),IDS,6244,"Waste Not, Want Not: Reconsidering Waste, Repurposing Wasted Resources",3,
Patel College of Global Sustainability,Dean's Office (CS),IDS,6245,Sustainable Water Resource Management: Doing More with Less,3,
Patel College of Global Sustainability,Dean's Office (CS),IDS,6246,Water Sensitive Urban Design for Sustainable Communities,3,
Patel College of Global Sustainability,Dean's Office (CS),IDS,6247,Water Resources Planning,3,
Patel College of Global Sustainability,Dean's Office (CS),IDS,6270,Sustainable Food Production,3,
Patel College of Global Sustainability,Dean's Office (CS),IDS,6271,"The Future of Food: Environment, Health and Policy",3,
Patel College of Global Sustainability,Dean's Office (CS),IDS,6272,Research Methods for Sustainability,3,
Patel College of Global Sustainability,Dean's Office (CS),IDS,6275,Policy for Sustainability,3,
Patel College of Global Sustainability,Dean's Office (CS),IDS,6276,Navigating the Sustainable Food/Energy/Water Nexus,3,
Patel College of Global Sustainability,Dean's Office (CS),IDS,6279,Sustainability Policy Analysis and Implementation,3,
Patel College of Global Sustainability,Dean's Office (CS),IDS,6280,Climate Change Adaptation and Mitigation,3,
College of Arts and Sciences: School of Social Sciences,School of Interdisciplinary Global Studies,IDS,6368,Strategic Communication,1,
College of Arts and Sciences: School of Social Sciences,School of Interdisciplinary Global Studies,IDS,6369,Strategic Global Negotiations,1,
Patel College of Global Sustainability,Dean's Office (CS),IDS,6707,Envisioning Sustainability: Tools for 21st Century Communicators of Sustainability Science,3,
Patel College of Global Sustainability,Dean's Office (CS),IDS,6908,Directed Reading/Directed Independent Study,1-3,
College of Arts and Sciences,Dean's Office (AC),IDS,6918,Directed Independent Research,1-3,
Patel College of Global Sustainability,Dean's Office (CS),IDS,6935,Capstone Research Project,3-6,
College of Arts and Sciences: School of Social Sciences,School of Interdisciplinary Global Studies,IDS,6936,Interdisciplinary Professional Seminar,3,
Patel College of Global Sustainability,Dean's Office (CS),IDS,6938,Special Topics/Seminars,1-6,
College of Graduate Studies,Dean's Office (GS),IDS,6940,Cooperative Internship,0-6,
Patel College of Global Sustainability,Dean's Office (CS),IDS,6946,Sustainability Internship,3-6,
College of Graduate Studies,Dean's Office (GS),IDS,6947,Service Learning,0-3,
College of Arts and Sciences,Department of Psychology,INP,4004,Industrial Psychology,3,
College of Arts and Sciences: School of Natural Sciences and Mathematics,Department of Psychology,INP,6057,Industrial Psychology,3,
College of Arts and Sciences: School of Natural Sciences and Mathematics,Department of Psychology,INP,6072,Organizational Research Methods,3,
College of Arts and Sciences: School of Natural Sciences and Mathematics,Department of Psychology,INP,6087,Organizational Career Development,3,
College of Arts and Sciences: School of Natural Sciences and Mathematics,Department of Psychology,INP,6211,Personnel Psychology,3,
College of Arts and Sciences: School of Natural Sciences and Mathematics,Department of Psychology,INP,6316,Occupational Health Psychology,3,
College of Arts and Sciences: School of Natural Sciences and Mathematics,Department of Psychology,INP,6317,Organizational Psychology,3,
College of Arts and Sciences: School of Natural Sciences and Mathematics,Department of Psychology,INP,6395,Work and Family,3,
College of Arts and Sciences: School of Natural Sciences and Mathematics,Department of Psychology,INP,6935,Topics in Industrial-Organizational Psychology,3,
College of Arts and Sciences: School of Natural Sciences and Mathematics,Department of Psychology,INP,7236,Learning in Organizations,3,
College of Arts and Sciences: School of Natural Sciences and Mathematics,Department of Psychology,INP,7387,Team Effectiveness in Organizations,3,
College of Arts and Sciences: School of Natural Sciences and Mathematics,Department of Psychology,INP,7937,Graduate Seminar in Industrial-Organizational Psychology,1-3,
College of Arts and Sciences,School of Interdisciplinary Global Studies,INR,2002,Introduction to International Relations,3,
College of Arts and Sciences,School of Interdisciplinary Global Studies,INR,3011,Globalization,3,
College of Arts and Sciences,School of Interdisciplinary Global Studies,INR,3033,International Political Cultures,3,
College of Arts and Sciences,School of Interdisciplinary Global Studies,INR,3038,International Wealth and Power,3,
College of Arts and Sciences,College of Arts and Sciences Undergraduate Dean's Office,INR,3045,Global Migration,3," GCPC, SD10, SD16"
College of Arts and Sciences,School of Interdisciplinary Global Studies,INR,3084,International Terrorism,3,
College of Arts and Sciences,School of Interdisciplinary Global Studies,INR,3102,American Foreign Policy,3,
College of Arts and Sciences,School of Interdisciplinary Global Studies,INR,3202,International Human Rights,3,
College of Arts and Sciences,School of Interdisciplinary Global Studies,INR,3336,Intelligence and U.S. Foreign Policy,3,
College of Arts and Sciences,School of Interdisciplinary Global Studies,INR,3955,Overseas Study,1-6,
College of Arts and Sciences,School of Interdisciplinary Global Studies,INR,4035,International Political Economy,3,
College of Arts and Sciences,School of Interdisciplinary Global Studies,INR,4070,Understanding Extremism in the 21st Century,3,
College of Arts and Sciences,School of Interdisciplinary Global Studies,INR,4083,Conflict in the World,3,
College of Arts and Sciences,School of Interdisciplinary Global Studies,INR,4254,Africa in World Affairs,3,
College of Arts and Sciences,School of Interdisciplinary Global Studies,INR,4403,International Law,3,
College of Arts and Sciences,School of Interdisciplinary Global Studies,INR,4502,International Organizations,3,
College of Arts and Sciences,School of Interdisciplinary Global Studies,INR,4900,Directed Readings,1-3,
College of Arts and Sciences,School of Interdisciplinary Global Studies,INR,4910,Directed Research,1-3,
College of Arts and Sciences,School of Interdisciplinary Global Studies,INR,4931,Selected Topics,1-3,
College of Arts and Sciences,School of Interdisciplinary Global Studies,INR,4943,Internship in International Studies,3-6,
College of Arts and Sciences: School of Social Sciences,School of Interdisciplinary Global Studies,INR,5086,Issues in International Relations,3,
College of Arts and Sciences: School of Social Sciences,School of Interdisciplinary Global Studies,INR,6007,Seminar in International Relations,3,
College of Arts and Sciences: School of Social Sciences,School of Interdisciplinary Global Studies,INR,6036,Seminar in International Political Economy,3,
College of Arts and Sciences: School of Social Sciences,School of Interdisciplinary Global Studies,INR,6067,Human Rights and Security,3,
College of Arts and Sciences: School of Social Sciences,School of Interdisciplinary Global Studies,INR,6107,American Foreign Policy,3,
College of Arts and Sciences: School of Social Sciences,School of Interdisciplinary Global Studies,INR,6340,Survey of International Security,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,INT,3004,Introduction to the Interpreting Profession,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,INT,3110,Language and Cognitive Processing Skills in English,1,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,INT,3112,Translation - ASL and English,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,INT,3120,Current Issues in the Interpreting Profession,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,INT,3205,Introduction and Application of the Interpreting Process,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,INT,3270,Interpreting Process and Skill Development,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,INT,3403,Issues in Educational Interpreting,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,INT,3481,Specialized Terminology I,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,INT,3484,Specialized Terminology II,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,INT,3945,Interpreting Practicum 1,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,INT,4111,Interpreting I - ASL to English,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,INT,4190,Application of Ethics in Interpreting Settings,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,INT,4206,Interpreting I - English to ASL,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,INT,4208,Interpreting II - English to ASL,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,INT,4211,Transliterating,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,INT,4235,Interpreting II - ASL to English,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,INT,4456,Interpreting: Specialized Settings and Populations,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,INT,4460,Video Interpreting,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,INT,4490,Introduction to Cued Speech and its Applications,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,INT,4947,Interpreting Practicum,3," INT, TGEH"
Muma College of Business,School of Information Systems and Management,ISM,2411,Introduction to Python for Business,3, SD04
Muma College of Business,School of Information Systems and Management,ISM,3011,AI and Analytics for Organizations,3,
Muma College of Business,School of Information Systems and Management,ISM,3113,Systems Analysis and Design,3,
Muma College of Business,School of Information Systems and Management,ISM,3115,Business Informatics,3,
Muma College of Business,School of Information Systems and Management,ISM,3232,Business Application Development,3,
Muma College of Business,School of Information Systems and Management,ISM,4041,Global Cyber Ethics,3," 6AC, GCPC, SD09, SD10, TGED"
Muma College of Business,School of Information Systems and Management,ISM,4153,Enterprise Resource Planning Systems,3,
Muma College of Business,School of Information Systems and Management,ISM,4212,Database Design and Administration,3,
Muma College of Business,School of Information Systems and Management,ISM,4213,Advanced Database Administration,3,
Muma College of Business,School of Information Systems and Management,ISM,4220,Business Data Communications,3,
Muma College of Business,School of Information Systems and Management,ISM,4234,Object-Oriented Design and Development,3,
Muma College of Business,Muma College of Business Undergraduate Dean's Office,ISM,4263,Cloud Solution Architectures,3,
Muma College of Business,School of Information Systems and Management,ISM,4300,Managing Information Resources,3,
Muma College of Business,School of Information Systems and Management,ISM,4314,Project Management,3,
Muma College of Business,Muma College of Business Undergraduate Dean's Office,ISM,4321,Cybersecurity Threat Intelligence,3,
Muma College of Business,School of Information Systems and Management,ISM,4323,Information Security and IT Risk Management,3,
Muma College of Business,School of Information Systems and Management,ISM,4335,Business Analysis and Requirement Modeling,3," SD08, SD09"
Muma College of Business,School of Information Systems and Management,ISM,4402,Business Intelligence,3,
Muma College of Business,School of Information Systems and Management,ISM,4432,Software Testing,3,
Muma College of Business,School of Information Systems and Management,ISM,4541,Data Mining and Predictive Analytics,3,
Muma College of Business,School of Information Systems and Management,ISM,4542,Statistical Programming for Business Analytics,3,
Muma College of Business,School of Information Systems and Management,ISM,4543,Applied Data Science,3,
Muma College of Business,School of Information Systems and Management,ISM,4545,Big Data for AI and Analytics,3,
Muma College of Business,School of Information Systems and Management,ISM,4547,Excel with Data Modeling for Business Analytics,3,
Muma College of Business,School of Information Systems and Management,ISM,4570,Cybersecurity Governance and Planning,3,
Muma College of Business,Muma College of Business Undergraduate Dean's Office,ISM,4641,Python for Business Analytics,3,
Muma College of Business,School of Information Systems and Management,ISM,4905,Independent Study,1-6,
Muma College of Business,School of Information Systems and Management,ISM,4912,Undergraduate Research,3," TGEH, UGR"
Muma College of Business,School of Information Systems and Management,ISM,4930,Selected Topics in MIS,1-3,
Muma College of Business,School of Information Systems and Management,ISM,4940,Business Analytics & Information Systems Internship,3," INT, TGEH"
Muma College of Business,School of Information Systems and Management,ISM,4950,Independent Research,1-6,
Muma College of Business,School of Information Systems and Management,ISM,4970,Information Systems Honors Thesis,3, 6AC
Muma College of Business,School of Information Systems and Management,ISM,6021,Management Information Systems,2,
Muma College of Business,School of Information Systems and Management,ISM,6124,Advanced Systems Analysis and Design,3,
Muma College of Business,School of Information Systems and Management,ISM,6136,Data Mining,3,
Muma College of Business,School of Information Systems and Management,ISM,6137,Advanced Statistical Modeling,3,
Muma College of Business,School of Information Systems and Management,ISM,6145,Seminar on Software Testing,3,
Muma College of Business,School of Information Systems and Management,ISM,6155,Enterprise Information Systems Management,3,
Muma College of Business,School of Information Systems and Management,ISM,6156,Enterprise Resource Planning and Business Process Management,3,
Muma College of Business,School of Information Systems and Management,ISM,6208,Data Warehousing,3,
Muma College of Business,School of Information Systems and Management,ISM,6217,Database Administration,3,
Muma College of Business,School of Information Systems and Management,ISM,6218,Advanced Database Management,3,
Muma College of Business,School of Information Systems and Management,ISM,6225,Application Development for Analytics,3,
Muma College of Business,School of Information Systems and Management,ISM,6251,Machine Learning,3,
Muma College of Business,School of Information Systems and Management,ISM,6316,Project Management,3,
Muma College of Business,School of Information Systems and Management,ISM,6328,Information Security & Risk Management,3,
Muma College of Business,School of Information Systems and Management,ISM,6336,Business Analysis,3,
Muma College of Business,School of Information Systems and Management,ISM,6419,Data Visualization,3,
Muma College of Business,School of Information Systems and Management,ISM,6436,Operations & Supply Chain Processes,3,
Muma College of Business,School of Information Systems and Management,ISM,6561,Deep Learning,3,
Muma College of Business,School of Information Systems and Management,ISM,6562,Big Data for Business,3,
Muma College of Business,School of Information Systems and Management,ISM,6564,Text Analytics,3,
Muma College of Business,School of Information Systems and Management,ISM,6565,Fundamentals of Data Management and Analysis,3,
Muma College of Business,School of Information Systems and Management,ISM,6577,Decision Processes for Business Continuity and Disaster Recovery,3,
Muma College of Business,School of Information Systems and Management,ISM,6642,Advanced Data Science,3,
Muma College of Business,School of Information Systems and Management,ISM,6905,Independent Study,1-6,
Muma College of Business,School of Information Systems and Management,ISM,6930,Selected Topics in Management Information Systems,1-6,
Muma College of Business,School of Information Systems and Management,ISM,6940,Practicum: Information Assurance,3,
Muma College of Business,School of Information Systems and Management,ISM,6945,Business Analytics and Information Systems Internship,1-2,
Muma College of Business,School of Information Systems and Management,ISM,7406,Business Analytics,3,
Muma College of Business,School of Information Systems and Management,ISM,7537,Empirical Research Methods,3,
Muma College of Business,School of Information Systems and Management,ISM,7568,Deep Learning for Business Analytics,3,
Muma College of Business,School of Information Systems and Management,ISM,7905,Independent Study,1-6,
Muma College of Business,School of Information Systems and Management,ISM,7911,Management Information Systems Research Seminar II,3,
Muma College of Business,School of Information Systems and Management,ISM,7912,Seminar on Behavioral Information Systems Research,3,
Muma College of Business,School of Information Systems and Management,ISM,7930,Selected Topics in Management Information Systems,1-3,
Muma College of Business,School of Information Systems and Management,ISM,7931,Directed Research,1-12,
Muma College of Business,School of Information Systems and Management,ISM,7935,Information Systems Research at Disciplinary Interfaces,3,
Muma College of Business,School of Information Systems and Management,ISM,7936,Design Science Research Seminar,3,
Muma College of Business,School of Information Systems and Management,ISM,7939,Executive Issues in MIS,2-4,
Muma College of Business,School of Information Systems and Management,ISM,7980,Dissertation,2-12,
College of Arts and Sciences,Department of Sociology and Interdisciplinary Social Sciences,ISS,1102,Self and Society,3,
College of Arts and Sciences,Department of Sociology and Interdisciplinary Social Sciences,ISS,1103,Nature and Culture,3,
College of Arts and Sciences,Department of Sociology and Interdisciplinary Social Sciences,ISS,3010,Introduction to the Social Sciences,3," GCPC, SD01, SD02, SD03, SD04, SD05, SD06, SD07, SD08, SD09, SD10, SD11, SD12, SD13, SD14, SD15, SD16, SD17"
College of Arts and Sciences,College of Arts and Sciences Undergraduate Dean's Office,ISS,3300,Research Methods in Social Sciences,3,
College of Arts and Sciences,Department of Sociology and Interdisciplinary Social Sciences,ISS,3311,Applied Statistics for the Social Sciences,3,
College of Arts and Sciences,Department of Sociology and Interdisciplinary Social Sciences,ISS,3420,Interdisciplinary Approaches to Disability Studies,3," 6AC, GCPC, SD10, TGED"
College of Arts and Sciences,Department of Sociology and Interdisciplinary Social Sciences,ISS,3930,Selected Topics in the Social Sciences,1-3,
College of Arts and Sciences,Department of Sociology and Interdisciplinary Social Sciences,ISS,3931,Selected Topics in the Social Sciences,3,
College of Arts and Sciences,Department of Sociology and Interdisciplinary Social Sciences,ISS,3937,Interdisciplinary Inquiry,3,
College of Arts and Sciences,Department of Sociology and Interdisciplinary Social Sciences,ISS,4308,Interdisciplinary Community Research,3," GCPC, SD10"
College of Arts and Sciences,Department of Sociology and Interdisciplinary Social Sciences,ISS,4900,Directed Readings,1-3,
College of Arts and Sciences,Department of Sociology and Interdisciplinary Social Sciences,ISS,4910,Directed Research,1-3,
College of Arts and Sciences,Department of Sociology and Interdisciplinary Social Sciences,ISS,4935,Seminar in the Social Sciences,3," CST, GCPC, SD01, SD02, SD03, SD04, SD05, SD06, SD07, SD08, SD09, SD10, SD11, SD12, SD13, SD14, SD15, SD16, SD17, TGEH"
College of Arts and Sciences,Department of Sociology and Interdisciplinary Social Sciences,ISS,4939,Senior Capstone Seminar in ISS,3, 6AC
College of Arts and Sciences,Department of Sociology and Interdisciplinary Social Sciences,ISS,4940,Internship in Interdisciplinary Social Sciences,1-6,
College of Arts and Sciences,College of Arts and Sciences Undergraduate Dean's Office,ISS,4942,Practicing Sustainability,4," CST, TGEH"
College of Arts and Sciences,Department of World Languages,ITA,1120,Beginning Italian I,4,
College of Arts and Sciences,Department of World Languages,ITA,1121,Beginning Italian II,4,
College of Arts and Sciences,Department of World Languages,ITA,2200,Italian III,3,
College of Arts and Sciences,Department of World Languages,ITA,2201,Italian IV,3,
College of Arts and Sciences,Department of World Languages,ITA,2240,Italian Conversation,3,
College of Arts and Sciences,Department of World Languages,ITA,2241,Italian Conversation II,3,
College of Arts and Sciences,Department of World Languages,ITA,3234,Reading and Writing in Italian,3,
College of Arts and Sciences,Department of World Languages,ITA,3420,Composition,3,
College of Arts and Sciences,Department of World Languages,ITA,3470,Overseas Study,1-6,
College of Arts and Sciences,Department of World Languages,ITA,4930,Special Topics,1-3,
College of Arts and Sciences,Department of World Languages,ITT,3504,Italian Culture Through Film,3,
College of Arts and Sciences,Department of World Languages,ITT,4505,Italian Americans on Screen,3,
College of Arts and Sciences,Department of World Languages,ITT,4531,Italian Food in Film,3," GCPC, SD04"
College of Arts and Sciences,Department of World Languages,ITW,4905,Directed Study,1-3,
College of Arts and Sciences,Zimmerman School of Advertising and Mass Communications,JOU,2100,Beginning Reporting,3,
College of Arts and Sciences,Zimmerman School of Advertising and Mass Communications,JOU,2370,Mobile Storytelling,3,
College of Arts and Sciences,Zimmerman School of Advertising and Mass Communications,JOU,3101,Advanced Reporting,3,
College of Arts and Sciences,Zimmerman School of Advertising and Mass Communications,JOU,3131,Accountability Reporting and Fact Finding,3,
College of Arts and Sciences,Zimmerman School of Advertising and Mass Communications,JOU,3302,"Critical Writing: Editorials, Reviews, Columns",3,
College of Arts and Sciences,Zimmerman School of Advertising and Mass Communications,JOU,3308,Magazine Article and Feature Writing,3,
College of Arts and Sciences,Zimmerman School of Advertising and Mass Communications,JOU,3346C,Multimedia Reporting,3,
College of Arts and Sciences,Department of Journalism and Digital Communication,JOU,3365,AI in Media and Society,3,
College of Arts and Sciences,Zimmerman School of Advertising and Mass Communications,JOU,3424,Reporting Practicum,1,
College of Arts and Sciences,Zimmerman School of Advertising and Mass Communications,JOU,4181,Public Affairs Reporting,3,
College of Arts and Sciences,Zimmerman School of Advertising and Mass Communications,JOU,4188,Neighborhood News Bureau,3,
College of Arts and Sciences,Zimmerman School of Advertising and Mass Communications,JOU,4201,News Editing I,3,
College of Arts and Sciences,Zimmerman School of Advertising and Mass Communications,JOU,4212,Magazine Design and Production,3,
College of Arts and Sciences,Zimmerman School of Advertising and Mass Communications,JOU,4213,Newspaper and News Publication Design,3,
College of Arts and Sciences,Zimmerman School of Advertising and Mass Communications,JOU,4950,Senior Capstone Seminar,2-3,
College of Arts and Sciences: School of Social Sciences,Zimmerman School of Advertising and Mass Communications,JOU,6006,Digital Media and Democracy,3,
College of Arts and Sciences: School of Social Sciences,Zimmerman School of Advertising and Mass Communications,JOU,6107,News Coverage of Public Life,3,
College of Arts and Sciences: School of Social Sciences,Zimmerman School of Advertising and Mass Communications,JOU,6114,Multimedia Reporting,3,
College of Arts and Sciences: School of Social Sciences,Zimmerman School of Advertising and Mass Communications,JOU,6135,Video Storytelling 1,3,
College of Arts and Sciences: School of Social Sciences,Zimmerman School of Advertising and Mass Communications,JOU,6360,Digital Media Technology,3,
College of Arts and Sciences: School of Social Sciences,Zimmerman School of Advertising and Mass Communications,JOU,6503,Entrepreneurial Journalism,3,
College of Arts and Sciences,Department of World Languages,JPN,1120,Modern Japanese I,4,
College of Arts and Sciences,Department of World Languages,JPN,1121,Modern Japanese II,4,
College of Arts and Sciences,Department of World Languages,JPN,2220,Modern Japanese III,4,
College of Arts and Sciences,Department of World Languages,JPN,2221,Modern Japanese IV,4,
College of Arts and Sciences,Department of World Languages,JPN,3400,Japanese V,3,
College of Arts and Sciences,Department of World Languages,JPN,3401,Japanese VI,3,
College of Arts and Sciences,Department of World Languages,JPN,4020,Japanese Calligraphy,1,
College of Arts and Sciences,Department of World Languages,JPN,4905,Directed Study,1-5,
College of Arts and Sciences,Department of World Languages,JPN,4930,Selected Topics,1-3,
College of Arts and Sciences,Department of World Languages,JPT,3503,Introduction to Japanese Pop Culture,3,
College of Arts and Sciences,Department of World Languages,JPT,3522,Modern Japanese Cinema,3,
College of Arts and Sciences,Department of World Languages,JPT,4957,"Japan Study Program: Culture, History and Society",3,
College of Education,"Department of Language, Literacy, Ed.D., Exceptional Education, and Physical Education",LAE,3414,Childrens and Young Adult Literature Diverse Portrayals of the Human Experience,3," 6AC, TGED"
College of Education,"Department of Language, Literacy, Ed.D., Exceptional Education, and Physical Education",LAE,4311,Teaching Print and Multimodal Texts in Elementary Education,3,
College of Education,Department of Teaching and Learning,LAE,4314,"Teaching Writing in the Elementary School, Grades K-6",3,
College of Education,Department of Teaching and Learning,LAE,4323,Methods of Teaching English: Middle School,3," GCPC, SD04"
College of Education,Department of Teaching and Learning,LAE,4332,Traditional English Grammar for Teachers,3,
College of Education,Department of Teaching and Learning,LAE,4335,Methods of Teaching English: High School,3," GCPC, SD04"
College of Education,"Department of Language, Literacy, Ed.D., Exceptional Education, and Physical Education",LAE,4343,Writing across the Curriculum,2,
College of Education,"Department of Language, Literacy, Ed.D., Exceptional Education, and Physical Education",LAE,4424,Teaching Children's Literature,3,
College of Education,Department of Teaching and Learning,LAE,4464,Adolescent Literature for Middle and Secondary Students,3, 6AC
College of Education,Department of Teaching and Learning,LAE,4469,Teaching World Literature to Middle and Secondary Students,3,
College of Education,Department of Teaching and Learning,LAE,4530,Methods of Teaching English: Practicum,3,
College of Education,Department of Teaching and Learning,LAE,4936,Senior Seminar in English Education,3,
College of Education,Department of Teaching and Learning,LAE,4940,Internship: English Education,9," INT, TGEH"
College of Education,Department of Teaching and Learning,LAE,5362,Methods of Teaching English Language Arts,3,
College of Education,Department of Teaching and Learning,LAE,5462,Young Adult and World Literature for New Teachers,3,
College of Education,Department of Teaching and Learning,LAE,5862,Classroom Communication in English Education,3,
College of Education,Department of Teaching and Learning,LAE,5932,Selected Topics in the Teaching of English,3,
College of Education,Department of Teaching and Learning,LAE,6315,Composing Texts: Disciplinary Practices for Writers & Writing,3,
College of Education,Department of Teaching and Learning,LAE,6317,Teaching Composition in Elem Classroom: Research into Practice,3,
College of Education,Department of Teaching and Learning,LAE,6325,Methods of Teaching Middle School Language Arts,3,
College of Education,Department of Teaching and Learning,LAE,6339,Methods of Teaching Secondary English Language Arts,3,
College of Education,Department of Teaching and Learning,LAE,6345,Teaching Written Composition,3,
College of Education,Department of Teaching and Learning,LAE,6366,New Perspectives on the Teaching of Young Adult Literature in Middle & Secondary Schools,3,
College of Arts and Sciences: School of Humanities,Department of English,LAE,6374,Practice in Teaching Grammar,3,
College of Arts and Sciences: School of Humanities,Department of English,LAE,6389,Practice in Teaching Literature,1-3,
