College,Department,Prefix,Number,Title,Credits,Attributes
College of Arts and Sciences,Department of Anthropology,ANT,4285,Oral History,3," GCPC, SD16"
College of Arts and Sciences,Department of Anthropology,ANT,4302,Gender in Cross-Cultural Perspective,3,
College of Arts and Sciences,Department of Anthropology,ANT,4312,North American Indians,3,
College of Arts and Sciences,Department of Anthropology,ANT,4340,The Caribbean,3, 6AC
College of Arts and Sciences,Department of Anthropology,ANT,4352,Peoples of Africa,3,
College of Arts and Sciences,Department of Anthropology,ANT,4390,Visual Anthropology,3,
College of Arts and Sciences,Department of Anthropology,ANT,4401,Exploring Cross-Cultural Diversity,3," CLB, TGEE"
College of Arts and Sciences,Department of Anthropology,ANT,4403,Environmental Anthropology,3,
College of Arts and Sciences,Department of Anthropology,ANT,4432,The Individual and Culture,3, 6AC
College of Arts and Sciences,Department of Anthropology,ANT,4442,Urban Life and Culture,3,
College of Arts and Sciences,Department of Anthropology,ANT,4445,Ancient Cities and Sustainability,3,
College of Arts and Sciences,Department of Anthropology,ANT,4462,"Health, Illness, and Culture",3," GCPC, SD03"
College of Arts and Sciences,Department of Anthropology,ANT,4465,Anthropology of Food,3," GCPC, SD01, SD03, SD12"
College of Arts and Sciences,Department of Anthropology,ANT,4467,"Food, Health, and Culture",3,
College of Arts and Sciences,Department of Anthropology,ANT,4468,Biocultural Bases of Health and Disease,3,
College of Arts and Sciences,Department of Anthropology,ANT,4472,Work and Migration in the Americas,3,
College of Arts and Sciences,Department of Anthropology,ANT,4475,Anthropology of Childhood,3,
College of Arts and Sciences,Department of Anthropology,ANT,4495,Methods in Cultural Research,3,
College of Arts and Sciences,Department of Anthropology,ANT,4516,Human Variation,3,
College of Arts and Sciences,Department of Anthropology,ANT,4520C,Forensic Anthropology,4,
College of Arts and Sciences,Department of Anthropology,ANT,4525,Human Osteology and Osteometry,3,
College of Arts and Sciences,Department of Anthropology,ANT,4532,Anthropology of Infectious and Contagious Diseases,3,
College of Arts and Sciences,Department of Anthropology,ANT,4536,Bioarchaeology,3,
College of Arts and Sciences,Department of Anthropology,ANT,4586,Prehistoric Human Evolution,3,
College of Arts and Sciences,Department of Anthropology,ANT,4593,Evolution and Health,3," CST, TGEH"
College of Arts and Sciences,Department of Anthropology,ANT,4620,Language and Culture,3, 6AC
College of Arts and Sciences,Department of Anthropology,ANT,4701,Applied Anthropology,3," GCPC, SD03, SD05, SD06, SD10"
College of Arts and Sciences,Department of Anthropology,ANT,4824,Archaeological Field Methods,4-12,
College of Arts and Sciences,Department of Anthropology,ANT,4901,Directed Reading,1-4,
College of Arts and Sciences,Department of Anthropology,ANT,4905,Individual Research,2-4,
College of Arts and Sciences,Department of Anthropology,ANT,4930,Special Topics in Anthropology,1-3,
College of Arts and Sciences,Department of Anthropology,ANT,4932,Honors Seminar,3,
College of Arts and Sciences,Department of Anthropology,ANT,4935,Rethinking Anthropology,3, 6AC
College of Arts and Sciences,Department of Anthropology,ANT,4940,Directed Internship Including Practicum,2-4,
College of Arts and Sciences,Department of Anthropology,ANT,4970,Honors Thesis,3,
Morsani College of Medicine,Department of Orthopaedics and Sports Medicine,APK,3110,Exercise Physiology I,3,
College of Education,Department of Educational and Psychological Studies,APK,3120,Exercise Physiology,3,
Morsani College of Medicine,Department of Orthopaedics and Sports Medicine,APK,4134,Exercise Physiology II,3,
Morsani College of Medicine,Department of Orthopaedics and Sports Medicine,APK,4136,Exercise Prescription,3,
College of Education,Department of Educational and Psychological Studies,APK,4138C,Applications of Strength and Conditioning,3,
College of Education,Department of Educational and Psychological Studies,APK,6104,Developmental Exercise Physiology,3,
College of Education,Department of Educational and Psychological Studies,APK,6109,Cardiorespiratory Aspects of Exercise Physiology,3,
College of Education,Department of Educational and Psychological Studies,APK,6111,Advanced Exercise Physiology,3,
College of Education,Department of Educational and Psychological Studies,APK,6116,Neuromuscular Aspects of Exercise Physiology,3,
College of Education,Department of Educational and Psychological Studies,APK,6406,Psychology of Exercise,3,
College of Education,Department of Educational and Psychological Studies,APK,6416,Lifestyle Medicine,3,
College of Education,Department of Educational and Psychological Studies,APK,6431,Stress Management and Mental Performance,3,
College of Education,Department of Educational and Psychological Studies,APK,6511,Science of Physique Enhancement,3,
College of Education,Department of Educational and Psychological Studies,APK,6902,Controversies in Exercise and Nutrition Science,3,
College of Arts and Sciences,Department of World Languages,ARA,1120,Modern Arabic I,4,
College of Arts and Sciences,Department of World Languages,ARA,1121,Modern Arabic II,4,
College of Arts and Sciences,Department of World Languages,ARA,2220,Modern Arabic III,4,
College of Arts and Sciences,Department of World Languages,ARA,2221,Modern Arabic IV,4,
College of Arts and Sciences,Department of World Languages,ARA,4905,Directed Study,1-5,
"College of Design, Art, and Performance",School of Architecture and Community Design,ARC,2112L,Architectural Freehand Drawing Methods,4,
"College of Design, Art, and Performance",School of Architecture and Community Design,ARC,2131C,Introduction to Architectural Design and Graphics,4,
"College of Design, Art, and Performance",School of Architecture and Community Design,ARC,2135C,Introduction to Architectural Design & Graphics II,4,
"College of Design, Art, and Performance",School of Architecture and Community Design,ARC,2180,Introduction to Digital Architecture,3,
"College of Design, Art, and Performance",School of Architecture and Community Design,ARC,2211,Introduction to Architecture,3,
"College of Design, Art, and Performance",School of Architecture and Community Design,ARC,2701,Architectural History I,3,
"College of Design, Art, and Performance",School of Architecture and Community Design,ARC,2702,Architectural History II,3,
"College of Design, Art, and Performance",School of Architecture and Community Design,ARC,4376,Architecture for Real Estate & Development,3,
"College of Design, Art, and Performance",School of Architecture and Community Design,ARC,4541,Physics for Architects,3,
"College of Design, Art, and Performance",School of Architecture and Community Design,ARC,4784,The City,3, 6AC
"College of Design, Art, and Performance",School of Architecture and Community Design,ARC,4884,Sustainable Neighborhood Development,3,
"College of Design, Art, and Performance",School of Architecture and Community Design,ARC,4931,Selected Topics in Architecture and Community Design,1-3,
"College of Design, Art, and Performance",School of Architecture and Community Design,ARC,5175,Computer Technology,3,
"College of Design, Art, and Performance",School of Architecture and Community Design,ARC,5256,Design Theory,3,
"College of Design, Art, and Performance",School of Architecture and Community Design,ARC,5361,Core Design I,9,
"College of Design, Art, and Performance",School of Architecture and Community Design,ARC,5362,Core Design II,9,
"College of Design, Art, and Performance",School of Architecture and Community Design,ARC,5363,Core Design III,6,
"College of Design, Art, and Performance",School of Architecture and Community Design,ARC,5364,Advanced Design A,6,
"College of Design, Art, and Performance",School of Architecture and Community Design,ARC,5365,Advanced Design / Comprehensive Studio,6,
"College of Design, Art, and Performance",School of Architecture and Community Design,ARC,5366,Advanced Design / Urban Design Studio,6,
"College of Design, Art, and Performance",School of Architecture and Community Design,ARC,5467,Materials & Methods of Construction I,3,
"College of Design, Art, and Performance",School of Architecture and Community Design,ARC,5470,Introduction to Technology,3,
"College of Design, Art, and Performance",School of Architecture and Community Design,ARC,5587,Structures I,3,
"College of Design, Art, and Performance",School of Architecture and Community Design,ARC,5588,Structures II,3,
"College of Design, Art, and Performance",School of Architecture and Community Design,ARC,5689,Environmental Technology,3,
"College of Design, Art, and Performance",School of Architecture and Community Design,ARC,5731,Architectural History I,3,
"College of Design, Art, and Performance",School of Architecture and Community Design,ARC,5732,Architectural History II,3,
"College of Design, Art, and Performance",School of Architecture and Community Design,ARC,5793,History Abroad,3,
"College of Design, Art, and Performance",School of Architecture and Community Design,ARC,5794,Florida Architectural History,3,
"College of Design, Art, and Performance",School of Architecture and Community Design,ARC,5920,Architectural Design Studio Abroad,5,
"College of Design, Art, and Performance",School of Architecture and Community Design,ARC,5931,Special Studies in Architecture,1-5,
"College of Design, Art, and Performance",School of Architecture and Community Design,ARC,6287,Professional Practice I,3,
"College of Design, Art, and Performance",School of Architecture and Community Design,ARC,6288,Professional Practice II,3,
"College of Design, Art, and Performance",School of Architecture and Community Design,ARC,6367,Advanced Design / Open Studio,6,
"College of Design, Art, and Performance",School of Architecture and Community Design,ARC,6372,The Neighborhood,3,
"College of Design, Art, and Performance",School of Architecture and Community Design,ARC,6373,Community Design Studio,6,
"College of Design, Art, and Performance",School of Architecture and Community Design,ARC,6377,The City,3,
"College of Design, Art, and Performance",School of Architecture and Community Design,ARC,6398,Introduction to Community and Urban Design,3,
"College of Design, Art, and Performance",School of Architecture and Community Design,ARC,6481,Design Development,3,
"College of Design, Art, and Performance",School of Architecture and Community Design,ARC,6930,Special Topics in Urban and Community Design,1-6,
"College of Design, Art, and Performance",School of Architecture and Community Design,ARC,6936,Research Methods in Architecture,2,
"College of Design, Art, and Performance",School of Architecture and Community Design,ARC,6973,Masters' Design Studio,6,
"College of Design, Art, and Performance",School of Architecture and Community Design,ARC,6974,Master's Project Planning,2,
"College of Design, Art, and Performance",School of Architecture and Community Design,ARC,6976,Terminal Master's Project,5,
College of Education,Department of Educational and Psychological Studies,ARE,7780,Arts-Based Research,3,
"College of Design, Art, and Performance",School of Art and Art History,ARH,2000,Art and Culture,3," 6AC, SGEH"
"College of Design, Art, and Performance",School of Art and Art History,ARH,2050,History of Visual Arts I,3," 6AC, GCPC, SD10, SD16, TGEI"
"College of Design, Art, and Performance",School of Art and Art History,ARH,2051,History of Visual Arts II,3," 6AC, GCPC, SD05, SD08, SD09, SD12, SD13, SD16, SD17, TGED"
"College of Design, Art, and Performance",School of Art and Art History,ARH,3001,Introduction To Art,3,
